datum,monat,wochentag,feiertag,arbeitstag
2018-07-07,Juli,Samstag,,0
2018-07-08,Juli,Sonntag,,0
2018-07-09,Juli,Montag,,1
2018-07-10,Juli,Dienstag,,1
2018-07-11,Juli,Mittwoch,,1
2018-07-12,Juli,Donnerstag,,1
2018-07-13,Juli,Freitag,,1
2018-07-14,Juli,Samstag,,0
2018-07-15,Juli,Sonntag,,0
2018-07-16,Juli,Montag,,1
2018-07-17,Juli,Dienstag,,1
2018-07-18,Juli,Mittwoch,,1
2018-07-19,Juli,Donnerstag,,1
2018-07-20,Juli,Freitag,,1
2018-07-21,Juli,Samstag,,0
2018-07-22,Juli,Sonntag,,0
2018-07-23,Juli,Montag,,1
2018-07-24,Juli,Dienstag,,1
2018-07-25,Juli,Mittwoch,,1
2018-07-26,Juli,Donnerstag,,1
2018-07-27,Juli,Freitag,,1
2018-07-28,Juli,Samstag,,0
2018-07-29,Juli,Sonntag,,0
2018-07-30,Juli,Montag,,1
2018-07-31,Juli,Dienstag,,1
2018-08-01,August,Mittwoch,,1
2018-08-02,August,Donnerstag,,1
2018-08-03,August,Freitag,,1
2018-08-04,August,Samstag,,0
2018-08-05,August,Sonntag,,0
2018-08-06,August,Montag,,1
2018-08-07,August,Dienstag,,1
2018-08-08,August,Mittwoch,,1
2018-08-09,August,Donnerstag,,1
2018-08-10,August,Freitag,,1
2018-08-11,August,Samstag,,0
2018-08-12,August,Sonntag,,0
2018-08-13,August,Montag,,1
2018-08-14,August,Dienstag,,1
2018-08-15,August,Mittwoch,,1
2018-08-16,August,Donnerstag,,1
2018-08-17,August,Freitag,,1
2018-08-18,August,Samstag,,0
2018-08-19,August,Sonntag,,0
2018-08-20,August,Montag,,1
2018-08-21,August,Dienstag,,1
2018-08-22,August,Mittwoch,,1
2018-08-23,August,Donnerstag,,1
2018-08-24,August,Freitag,,1
2018-08-25,August,Samstag,,0
2018-08-26,August,Sonntag,,0
2018-08-27,August,Montag,,1
2018-08-28,August,Dienstag,,1
2018-08-29,August,Mittwoch,,1
2018-08-30,August,Donnerstag,,1
2018-08-31,August,Freitag,,1
2018-09-01,September,Samstag,,0
2018-09-02,September,Sonntag,,0
2018-09-03,September,Montag,,1
2018-09-04,September,Dienstag,,1
2018-09-05,September,Mittwoch,,1
2018-09-06,September,Donnerstag,,1
2018-09-07,September,Freitag,,1
2018-09-08,September,Samstag,,0
2018-09-09,September,Sonntag,,0
2018-09-10,September,Montag,,1
2018-09-11,September,Dienstag,,1
2018-09-12,September,Mittwoch,,1
2018-09-13,September,Donnerstag,,1
2018-09-14,September,Freitag,,1
2018-09-15,September,Samstag,,0
2018-09-16,September,Sonntag,,0
2018-09-17,September,Montag,,1
2018-09-18,September,Dienstag,,1
2018-09-19,September,Mittwoch,,1
2018-09-20,September,Donnerstag,,1
2018-09-21,September,Freitag,,1
2018-09-22,September,Samstag,,0
2018-09-23,September,Sonntag,,0
2018-09-24,September,Montag,,1
2018-09-25,September,Dienstag,,1
2018-09-26,September,Mittwoch,,1
2018-09-27,September,Donnerstag,,1
2018-09-28,September,Freitag,,1
2018-09-29,September,Samstag,,0
2018-09-30,September,Sonntag,,0
2018-10-01,Oktober,Montag,,1
2018-10-02,Oktober,Dienstag,,1
2018-10-03,Oktober,Mittwoch,Tag der Deutschen Einheit,0
2018-10-04,Oktober,Donnerstag,,1
2018-10-05,Oktober,Freitag,,1
2018-10-06,Oktober,Samstag,,0
2018-10-07,Oktober,Sonntag,,0
2018-10-08,Oktober,Montag,,1
2018-10-09,Oktober,Dienstag,,1
2018-10-10,Oktober,Mittwoch,,1
2018-10-11,Oktober,Donnerstag,,1
2018-10-12,Oktober,Freitag,,1
2018-10-13,Oktober,Samstag,,0
2018-10-14,Oktober,Sonntag,,0
2018-10-15,Oktober,Montag,,1
2018-10-16,Oktober,Dienstag,,1
2018-10-17,Oktober,Mittwoch,,1
2018-10-18,Oktober,Donnerstag,,1
2018-10-19,Oktober,Freitag,,1
2018-10-20,Oktober,Samstag,,0
2018-10-21,Oktober,Sonntag,,0
2018-10-22,Oktober,Montag,,1
2018-10-23,Oktober,Dienstag,,1
2018-10-24,Oktober,Mittwoch,,1
2018-10-25,Oktober,Donnerstag,,1
2018-10-26,Oktober,Freitag,,1
2018-10-27,Oktober,Samstag,,0
2018-10-28,Oktober,Sonntag,,0
2018-10-29,Oktober,Montag,,1
2018-10-30,Oktober,Dienstag,,1
2018-10-31,Oktober,Mittwoch,,1
2018-11-01,November,Donnerstag,Allerheiligen,0
2018-11-02,November,Freitag,,1
2018-11-03,November,Samstag,,0
2018-11-04,November,Sonntag,,0
2018-11-05,November,Montag,,1
2018-11-06,November,Dienstag,,1
2018-11-07,November,Mittwoch,,1
2018-11-08,November,Donnerstag,,1
2018-11-09,November,Freitag,,1
2018-11-10,November,Samstag,,0
2018-11-11,November,Sonntag,,0
2018-11-12,November,Montag,,1
2018-11-13,November,Dienstag,,1
2018-11-14,November,Mittwoch,,1
2018-11-15,November,Donnerstag,,1
2018-11-16,November,Freitag,,1
2018-11-17,November,Samstag,,0
2018-11-18,November,Sonntag,,0
2018-11-19,November,Montag,,1
2018-11-20,November,Dienstag,,1
2018-11-21,November,Mittwoch,,1
2018-11-22,November,Donnerstag,,1
2018-11-23,November,Freitag,,1
2018-11-24,November,Samstag,,0
2018-11-25,November,Sonntag,,0
2018-11-26,November,Montag,,1
2018-11-27,November,Dienstag,,1
2018-11-28,November,Mittwoch,,1
2018-11-29,November,Donnerstag,,1
2018-11-30,November,Freitag,,1
2018-12-01,Dezember,Samstag,,0
2018-12-02,Dezember,Sonntag,,0
2018-12-03,Dezember,Montag,,1
2018-12-04,Dezember,Dienstag,,1
2018-12-05,Dezember,Mittwoch,,1
2018-12-06,Dezember,Donnerstag,,1
2018-12-07,Dezember,Freitag,,1
2018-12-08,Dezember,Samstag,,0
2018-12-09,Dezember,Sonntag,,0
2018-12-10,Dezember,Montag,,1
2018-12-11,Dezember,Dienstag,,1
2018-12-12,Dezember,Mittwoch,,1
2018-12-13,Dezember,Donnerstag,,1
2018-12-14,Dezember,Freitag,,1
2018-12-15,Dezember,Samstag,,0
2018-12-16,Dezember,Sonntag,,0
2018-12-17,Dezember,Montag,,1
2018-12-18,Dezember,Dienstag,,1
2018-12-19,Dezember,Mittwoch,,1
2018-12-20,Dezember,Donnerstag,,1
2018-12-21,Dezember,Freitag,,1
2018-12-22,Dezember,Samstag,,0
2018-12-23,Dezember,Sonntag,,0
2018-12-24,Dezember,Montag,,1
2018-12-25,Dezember,Dienstag,Erster Weihnachtsfeiertag,0
2018-12-26,Dezember,Mittwoch,Zweiter Weihnachtsfeiertag,0
2018-12-27,Dezember,Donnerstag,,1
2018-12-28,Dezember,Freitag,,1
2018-12-29,Dezember,Samstag,,0
2018-12-30,Dezember,Sonntag,,0
2018-12-31,Dezember,Montag,,1
2019-01-01,Januar,Dienstag,Neujahr,0
2019-01-02,Januar,Mittwoch,,1
2019-01-03,Januar,Donnerstag,,1
2019-01-04,Januar,Freitag,,1
2019-01-05,Januar,Samstag,,0
2019-01-06,Januar,Sonntag,Heilige Drei Koenige,0
2019-01-07,Januar,Montag,,1
2019-01-08,Januar,Dienstag,,1
2019-01-09,Januar,Mittwoch,,1
2019-01-10,Januar,Donnerstag,,1
2019-01-11,Januar,Freitag,,1
2019-01-12,Januar,Samstag,,0
2019-01-13,Januar,Sonntag,,0
2019-01-14,Januar,Montag,,1
2019-01-15,Januar,Dienstag,,1
2019-01-16,Januar,Mittwoch,,1
2019-01-17,Januar,Donnerstag,,1
2019-01-18,Januar,Freitag,,1
2019-01-19,Januar,Samstag,,0
2019-01-20,Januar,Sonntag,,0
2019-01-21,Januar,Montag,,1
2019-01-22,Januar,Dienstag,,1
2019-01-23,Januar,Mittwoch,,1
2019-01-24,Januar,Donnerstag,,1
2019-01-25,Januar,Freitag,,1
2019-01-26,Januar,Samstag,,0
2019-01-27,Januar,Sonntag,,0
2019-01-28,Januar,Montag,,1
2019-01-29,Januar,Dienstag,,1
2019-01-30,Januar,Mittwoch,,1
2019-01-31,Januar,Donnerstag,,1
2019-02-01,Februar,Freitag,,1
2019-02-02,Februar,Samstag,,0
2019-02-03,Februar,Sonntag,,0
2019-02-04,Februar,Montag,,1
2019-02-05,Februar,Dienstag,,1
2019-02-06,Februar,Mittwoch,,1
2019-02-07,Februar,Donnerstag,,1
2019-02-08,Februar,Freitag,,1
2019-02-09,Februar,Samstag,,0
2019-02-10,Februar,Sonntag,,0
2019-02-11,Februar,Montag,,1
2019-02-12,Februar,Dienstag,,1
2019-02-13,Februar,Mittwoch,,1
2019-02-14,Februar,Donnerstag,,1
2019-02-15,Februar,Freitag,,1
2019-02-16,Februar,Samstag,,0
2019-02-17,Februar,Sonntag,,0
2019-02-18,Februar,Montag,,1
2019-02-19,Februar,Dienstag,,1
2019-02-20,Februar,Mittwoch,,1
2019-02-21,Februar,Donnerstag,,1
2019-02-22,Februar,Freitag,,1
2019-02-23,Februar,Samstag,,0
2019-02-24,Februar,Sonntag,,0
2019-02-25,Februar,Montag,,1
2019-02-26,Februar,Dienstag,,1
2019-02-27,Februar,Mittwoch,,1
2019-02-28,Februar,Donnerstag,,1
2019-03-01,Maerz,Freitag,,1
2019-03-02,Maerz,Samstag,,0
2019-03-03,Maerz,Sonntag,,0
2019-03-04,Maerz,Montag,,1
2019-03-05,Maerz,Dienstag,,1
2019-03-06,Maerz,Mittwoch,,1
2019-03-07,Maerz,Donnerstag,,1
2019-03-08,Maerz,Freitag,,1
2019-03-09,Maerz,Samstag,,0
2019-03-10,Maerz,Sonntag,,0
2019-03-11,Maerz,Montag,,1
2019-03-12,Maerz,Dienstag,,1
2019-03-13,Maerz,Mittwoch,,1
2019-03-14,Maerz,Donnerstag,,1
2019-03-15,Maerz,Freitag,,1
2019-03-16,Maerz,Samstag,,0
2019-03-17,Maerz,Sonntag,,0
2019-03-18,Maerz,Montag,,1
2019-03-19,Maerz,Dienstag,,1
2019-03-20,Maerz,Mittwoch,,1
2019-03-21,Maerz,Donnerstag,,1
2019-03-22,Maerz,Freitag,,1
2019-03-23,Maerz,Samstag,,0
2019-03-24,Maerz,Sonntag,,0
2019-03-25,Maerz,Montag,,1
2019-03-26,Maerz,Dienstag,,1
2019-03-27,Maerz,Mittwoch,,1
2019-03-28,Maerz,Donnerstag,,1
2019-03-29,Maerz,Freitag,,1
2019-03-30,Maerz,Samstag,,0
2019-03-31,Maerz,Sonntag,,0
2019-04-01,April,Montag,,1
2019-04-02,April,Dienstag,,1
2019-04-03,April,Mittwoch,,1
2019-04-04,April,Donnerstag,,1
2019-04-05,April,Freitag,,1
2019-04-06,April,Samstag,,0
2019-04-07,April,Sonntag,,0
2019-04-08,April,Montag,,1
2019-04-09,April,Dienstag,,1
2019-04-10,April,Mittwoch,,1
2019-04-11,April,Donnerstag,,1
2019-04-12,April,Freitag,,1
2019-04-13,April,Samstag,,0
2019-04-14,April,Sonntag,,0
2019-04-15,April,Montag,,1
2019-04-16,April,Dienstag,,1
2019-04-17,April,Mittwoch,,1
2019-04-18,April,Donnerstag,,1
2019-04-19,April,Freitag,Karfreitag,0
2019-04-20,April,Samstag,,0
2019-04-21,April,Sonntag,,0
2019-04-22,April,Montag,Ostermontag,0
2019-04-23,April,Dienstag,,1
2019-04-24,April,Mittwoch,,1
2019-04-25,April,Donnerstag,,1
2019-04-26,April,Freitag,,1
2019-04-27,April,Samstag,,0
2019-04-28,April,Sonntag,,0
2019-04-29,April,Montag,,1
2019-04-30,April,Dienstag,,1
2019-05-01,Mai,Mittwoch,Erster Mai,0
2019-05-02,Mai,Donnerstag,,1
2019-05-03,Mai,Freitag,,1
2019-05-04,Mai,Samstag,,0
2019-05-05,Mai,Sonntag,,0
2019-05-06,Mai,Montag,,1
2019-05-07,Mai,Dienstag,,1
2019-05-08,Mai,Mittwoch,,1
2019-05-09,Mai,Donnerstag,,1
2019-05-10,Mai,Freitag,,1
2019-05-11,Mai,Samstag,,0
2019-05-12,Mai,Sonntag,,0
2019-05-13,Mai,Montag,,1
2019-05-14,Mai,Dienstag,,1
2019-05-15,Mai,Mittwoch,,1
2019-05-16,Mai,Donnerstag,,1
2019-05-17,Mai,Freitag,,1
2019-05-18,Mai,Samstag,,0
2019-05-19,Mai,Sonntag,,0
2019-05-20,Mai,Montag,,1
2019-05-21,Mai,Dienstag,,1
2019-05-22,Mai,Mittwoch,,1
2019-05-23,Mai,Donnerstag,,1
2019-05-24,Mai,Freitag,,1
2019-05-25,Mai,Samstag,,0
2019-05-26,Mai,Sonntag,,0
2019-05-27,Mai,Montag,,1
2019-05-28,Mai,Dienstag,,1
2019-05-29,Mai,Mittwoch,,1
2019-05-30,Mai,Donnerstag,Christi Himmelfahrt,0
2019-05-31,Mai,Freitag,,1
2019-06-01,Juni,Samstag,,0
2019-06-02,Juni,Sonntag,,0
2019-06-03,Juni,Montag,,1
2019-06-04,Juni,Dienstag,,1
2019-06-05,Juni,Mittwoch,,1
2019-06-06,Juni,Donnerstag,,1
2019-06-07,Juni,Freitag,,1
2019-06-08,Juni,Samstag,,0
2019-06-09,Juni,Sonntag,,0
2019-06-10,Juni,Montag,Pfingstmontag,0
2019-06-11,Juni,Dienstag,,1
2019-06-12,Juni,Mittwoch,,1
2019-06-13,Juni,Donnerstag,,1
2019-06-14,Juni,Freitag,,1
2019-06-15,Juni,Samstag,,0
2019-06-16,Juni,Sonntag,,0
2019-06-17,Juni,Montag,,1
2019-06-18,Juni,Dienstag,,1
2019-06-19,Juni,Mittwoch,,1
2019-06-20,Juni,Donnerstag,Fronleichnam,0
2019-06-21,Juni,Freitag,,1
2019-06-22,Juni,Samstag,,0
2019-06-23,Juni,Sonntag,,0
2019-06-24,Juni,Montag,,1
2019-06-25,Juni,Dienstag,,1
2019-06-26,Juni,Mittwoch,,1
2019-06-27,Juni,Donnerstag,,1
2019-06-28,Juni,Freitag,,1
2019-06-29,Juni,Samstag,,0
2019-06-30,Juni,Sonntag,,0
2019-07-01,Juli,Montag,,1
2019-07-02,Juli,Dienstag,,1
2019-07-03,Juli,Mittwoch,,1
2019-07-04,Juli,Donnerstag,,1
2019-07-05,Juli,Freitag,,1
2019-07-06,Juli,Samstag,,0
2019-07-07,Juli,Sonntag,,0
2019-07-08,Juli,Montag,,1
2019-07-09,Juli,Dienstag,,1
2019-07-10,Juli,Mittwoch,,1
2019-07-11,Juli,Donnerstag,,1
2019-07-12,Juli,Freitag,,1
2019-07-13,Juli,Samstag,,0
2019-07-14,Juli,Sonntag,,0
2019-07-15,Juli,Montag,,1
2019-07-16,Juli,Dienstag,,1
2019-07-17,Juli,Mittwoch,,1
2019-07-18,Juli,Donnerstag,,1
2019-07-19,Juli,Freitag,,1
2019-07-20,Juli,Samstag,,0
2019-07-21,Juli,Sonntag,,0
2019-07-22,Juli,Montag,,1
2019-07-23,Juli,Dienstag,,1
2019-07-24,Juli,Mittwoch,,1
2019-07-25,Juli,Donnerstag,,1
2019-07-26,Juli,Freitag,,1
2019-07-27,Juli,Samstag,,0
2019-07-28,Juli,Sonntag,,0
2019-07-29,Juli,Montag,,1
2019-07-30,Juli,Dienstag,,1
2019-07-31,Juli,Mittwoch,,1
2019-08-01,August,Donnerstag,,1
2019-08-02,August,Freitag,,1
2019-08-03,August,Samstag,,0
2019-08-04,August,Sonntag,,0
2019-08-05,August,Montag,,1
2019-08-06,August,Dienstag,,1
2019-08-07,August,Mittwoch,,1
2019-08-08,August,Donnerstag,,1
2019-08-09,August,Freitag,,1
2019-08-10,August,Samstag,,0
2019-08-11,August,Sonntag,,0
2019-08-12,August,Montag,,1
2019-08-13,August,Dienstag,,1
2019-08-14,August,Mittwoch,,1
2019-08-15,August,Donnerstag,,1
2019-08-16,August,Freitag,,1
2019-08-17,August,Samstag,,0
2019-08-18,August,Sonntag,,0
2019-08-19,August,Montag,,1
2019-08-20,August,Dienstag,,1
2019-08-21,August,Mittwoch,,1
2019-08-22,August,Donnerstag,,1
2019-08-23,August,Freitag,,1
2019-08-24,August,Samstag,,0
2019-08-25,August,Sonntag,,0
2019-08-26,August,Montag,,1
2019-08-27,August,Dienstag,,1
2019-08-28,August,Mittwoch,,1
2019-08-29,August,Donnerstag,,1
2019-08-30,August,Freitag,,1
2019-08-31,August,Samstag,,0
2019-09-01,September,Sonntag,,0
2019-09-02,September,Montag,,1
2019-09-03,September,Dienstag,,1
2019-09-04,September,Mittwoch,,1
2019-09-05,September,Donnerstag,,1
2019-09-06,September,Freitag,,1
2019-09-07,September,Samstag,,0
2019-09-08,September,Sonntag,,0
2019-09-09,September,Montag,,1
2019-09-10,September,Dienstag,,1
2019-09-11,September,Mittwoch,,1
2019-09-12,September,Donnerstag,,1
2019-09-13,September,Freitag,,1
2019-09-14,September,Samstag,,0
2019-09-15,September,Sonntag,,0
2019-09-16,September,Montag,,1
2019-09-17,September,Dienstag,,1
2019-09-18,September,Mittwoch,,1
2019-09-19,September,Donnerstag,,1
2019-09-20,September,Freitag,,1
2019-09-21,September,Samstag,,0
2019-09-22,September,Sonntag,,0
2019-09-23,September,Montag,,1
2019-09-24,September,Dienstag,,1
2019-09-25,September,Mittwoch,,1
2019-09-26,September,Donnerstag,,1
2019-09-27,September,Freitag,,1
2019-09-28,September,Samstag,,0
2019-09-29,September,Sonntag,,0
2019-09-30,September,Montag,,1
2019-10-01,Oktober,Dienstag,,1
2019-10-02,Oktober,Mittwoch,,1
2019-10-03,Oktober,Donnerstag,Tag der Deutschen Einheit,0
2019-10-04,Oktober,Freitag,,1
2019-10-05,Oktober,Samstag,,0
2019-10-06,Oktober,Sonntag,,0
2019-10-07,Oktober,Montag,,1
2019-10-08,Oktober,Dienstag,,1
2019-10-09,Oktober,Mittwoch,,1
2019-10-10,Oktober,Donnerstag,,1
2019-10-11,Oktober,Freitag,,1
2019-10-12,Oktober,Samstag,,0
2019-10-13,Oktober,Sonntag,,0
2019-10-14,Oktober,Montag,,1
2019-10-15,Oktober,Dienstag,,1
2019-10-16,Oktober,Mittwoch,,1
2019-10-17,Oktober,Donnerstag,,1
2019-10-18,Oktober,Freitag,,1
2019-10-19,Oktober,Samstag,,0
2019-10-20,Oktober,Sonntag,,0
2019-10-21,Oktober,Montag,,1
2019-10-22,Oktober,Dienstag,,1
2019-10-23,Oktober,Mittwoch,,1
2019-10-24,Oktober,Donnerstag,,1
2019-10-25,Oktober,Freitag,,1
2019-10-26,Oktober,Samstag,,0
2019-10-27,Oktober,Sonntag,,0
2019-10-28,Oktober,Montag,,1
2019-10-29,Oktober,Dienstag,,1
2019-10-30,Oktober,Mittwoch,,1
2019-10-31,Oktober,Donnerstag,,1
2019-11-01,November,Freitag,Allerheiligen,0
2019-11-02,November,Samstag,,0
2019-11-03,November,Sonntag,,0
2019-11-04,November,Montag,,1
2019-11-05,November,Dienstag,,1
2019-11-06,November,Mittwoch,,1
2019-11-07,November,Donnerstag,,1
2019-11-08,November,Freitag,,1
2019-11-09,November,Samstag,,0
2019-11-10,November,Sonntag,,0
2019-11-11,November,Montag,,1
2019-11-12,November,Dienstag,,1
2019-11-13,November,Mittwoch,,1
2019-11-14,November,Donnerstag,,1
2019-11-15,November,Freitag,,1
2019-11-16,November,Samstag,,0
2019-11-17,November,Sonntag,,0
2019-11-18,November,Montag,,1
2019-11-19,November,Dienstag,,1
2019-11-20,November,Mittwoch,,1
2019-11-21,November,Donnerstag,,1
2019-11-22,November,Freitag,,1
2019-11-23,November,Samstag,,0
2019-11-24,November,Sonntag,,0
2019-11-25,November,Montag,,1
2019-11-26,November,Dienstag,,1
2019-11-27,November,Mittwoch,,1
2019-11-28,November,Donnerstag,,1
2019-11-29,November,Freitag,,1
2019-11-30,November,Samstag,,0
2019-12-01,Dezember,Sonntag,,0
2019-12-02,Dezember,Montag,,1
2019-12-03,Dezember,Dienstag,,1
2019-12-04,Dezember,Mittwoch,,1
2019-12-05,Dezember,Donnerstag,,1
2019-12-06,Dezember,Freitag,,1
2019-12-07,Dezember,Samstag,,0
2019-12-08,Dezember,Sonntag,,0
2019-12-09,Dezember,Montag,,1
2019-12-10,Dezember,Dienstag,,1
2019-12-11,Dezember,Mittwoch,,1
2019-12-12,Dezember,Donnerstag,,1
2019-12-13,Dezember,Freitag,,1
2019-12-14,Dezember,Samstag,,0
2019-12-15,Dezember,Sonntag,,0
2019-12-16,Dezember,Montag,,1
2019-12-17,Dezember,Dienstag,,1
2019-12-18,Dezember,Mittwoch,,1
2019-12-19,Dezember,Donnerstag,,1
2019-12-20,Dezember,Freitag,,1
2019-12-21,Dezember,Samstag,,0
2019-12-22,Dezember,Sonntag,,0
2019-12-23,Dezember,Montag,,1
2019-12-24,Dezember,Dienstag,,1
2019-12-25,Dezember,Mittwoch,Erster Weihnachtsfeiertag,0
2019-12-26,Dezember,Donnerstag,Zweiter Weihnachtsfeiertag,0
2019-12-27,Dezember,Freitag,,1
2019-12-28,Dezember,Samstag,,0
2019-12-29,Dezember,Sonntag,,0
2019-12-30,Dezember,Montag,,1
2019-12-31,Dezember,Dienstag,,1
2020-01-01,Januar,Mittwoch,Neujahr,0
2020-01-02,Januar,Donnerstag,,1
2020-01-03,Januar,Freitag,,1
2020-01-04,Januar,Samstag,,0
2020-01-05,Januar,Sonntag,,0
2020-01-06,Januar,Montag,Heilige Drei Koenige,0
2020-01-07,Januar,Dienstag,,1
2020-01-08,Januar,Mittwoch,,1
2020-01-09,Januar,Donnerstag,,1
2020-01-10,Januar,Freitag,,1
2020-01-11,Januar,Samstag,,0
2020-01-12,Januar,Sonntag,,0
2020-01-13,Januar,Montag,,1
2020-01-14,Januar,Dienstag,,1
2020-01-15,Januar,Mittwoch,,1
2020-01-16,Januar,Donnerstag,,1
2020-01-17,Januar,Freitag,,1
2020-01-18,Januar,Samstag,,0
2020-01-19,Januar,Sonntag,,0
2020-01-20,Januar,Montag,,1
2020-01-21,Januar,Dienstag,,1
2020-01-22,Januar,Mittwoch,,1
2020-01-23,Januar,Donnerstag,,1
2020-01-24,Januar,Freitag,,1
2020-01-25,Januar,Samstag,,0
2020-01-26,Januar,Sonntag,,0
2020-01-27,Januar,Montag,,1
2020-01-28,Januar,Dienstag,,1
2020-01-29,Januar,Mittwoch,,1
2020-01-30,Januar,Donnerstag,,1
2020-01-31,Januar,Freitag,,1
2020-02-01,Februar,Samstag,,0
2020-02-02,Februar,Sonntag,,0
2020-02-03,Februar,Montag,,1
2020-02-04,Februar,Dienstag,,1
2020-02-05,Februar,Mittwoch,,1
2020-02-06,Februar,Donnerstag,,1
2020-02-07,Februar,Freitag,,1
2020-02-08,Februar,Samstag,,0
2020-02-09,Februar,Sonntag,,0
2020-02-10,Februar,Montag,,1
2020-02-11,Februar,Dienstag,,1
2020-02-12,Februar,Mittwoch,,1
2020-02-13,Februar,Donnerstag,,1
2020-02-14,Februar,Freitag,,1
2020-02-15,Februar,Samstag,,0
2020-02-16,Februar,Sonntag,,0
2020-02-17,Februar,Montag,,1
2020-02-18,Februar,Dienstag,,1
2020-02-19,Februar,Mittwoch,,1
2020-02-20,Februar,Donnerstag,,1
2020-02-21,Februar,Freitag,,1
2020-02-22,Februar,Samstag,,0
2020-02-23,Februar,Sonntag,,0
2020-02-24,Februar,Montag,,1
2020-02-25,Februar,Dienstag,,1
2020-02-26,Februar,Mittwoch,,1
2020-02-27,Februar,Donnerstag,,1
2020-02-28,Februar,Freitag,,1
2020-02-29,Februar,Samstag,,0
2020-03-01,Maerz,Sonntag,,0
2020-03-02,Maerz,Montag,,1
2020-03-03,Maerz,Dienstag,,1
2020-03-04,Maerz,Mittwoch,,1
2020-03-05,Maerz,Donnerstag,,1
2020-03-06,Maerz,Freitag,,1
2020-03-07,Maerz,Samstag,,0
2020-03-08,Maerz,Sonntag,,0
2020-03-09,Maerz,Montag,,1
2020-03-10,Maerz,Dienstag,,1
2020-03-11,Maerz,Mittwoch,,1
2020-03-12,Maerz,Donnerstag,,1
2020-03-13,Maerz,Freitag,,1
2020-03-14,Maerz,Samstag,,0
2020-03-15,Maerz,Sonntag,,0
2020-03-16,Maerz,Montag,,1
2020-03-17,Maerz,Dienstag,,1
2020-03-18,Maerz,Mittwoch,,1
2020-03-19,Maerz,Donnerstag,,1
2020-03-20,Maerz,Freitag,,1
2020-03-21,Maerz,Samstag,,0
2020-03-22,Maerz,Sonntag,,0
2020-03-23,Maerz,Montag,,1
2020-03-24,Maerz,Dienstag,,1
2020-03-25,Maerz,Mittwoch,,1
2020-03-26,Maerz,Donnerstag,,1
2020-03-27,Maerz,Freitag,,1
2020-03-28,Maerz,Samstag,,0
2020-03-29,Maerz,Sonntag,,0
2020-03-30,Maerz,Montag,,1
2020-03-31,Maerz,Dienstag,,1
