datum,verbrauch,arbeitstag,temperatur,tagesstunden
2015-01-01,126197,0,-2.5,8.4
2015-01-02,147085,1,-0.0,8.4
2015-01-03,141426,0,1.2,8.4
2015-01-04,132446,0,-0.2,8.4
2015-01-05,152611,1,-0.5,8.4
2015-01-06,140474,0,0.6,8.4
2015-01-07,184936,1,0.9,8.5
2015-01-08,190395,1,4.2,8.5
2015-01-09,186902,1,5.8,8.5
2015-01-10,150311,0,10.4,8.6
2015-01-11,140494,0,2.6,8.6
2015-01-12,194573,1,3.2,8.6
2015-01-13,196391,1,4.9,8.6
2015-01-14,198853,1,4.9,8.7
2015-01-15,198241,1,5.5,8.7
2015-01-16,194680,1,5.3,8.8
2015-01-17,161724,0,2.5,8.8
2015-01-18,143315,0,0.9,8.8
2015-01-19,200367,1,1.3,8.9
2015-01-20,205528,1,-0.3,8.9
2015-01-21,208345,1,-0.2,9.0
2015-01-22,206560,1,-0.6,9.0
2015-01-23,203941,1,0.2,9.0
2015-01-24,165210,0,-0.3,9.1
2015-01-25,147031,0,-0.9,9.1
2015-01-26,203719,1,-0.1,9.2
2015-01-27,206391,1,0.3,9.2
2015-01-28,205776,1,0.4,9.3
2015-01-29,202524,1,1.0,9.3
2015-01-30,199673,1,-0.7,9.4
2015-01-31,161846,0,-1.2,9.4
2015-02-01,146048,0,-0.8,9.5
2015-02-02,201114,1,-1.2,9.5
2015-02-03,206732,1,-5.9,9.6
2015-02-04,210222,1,-3.8,9.6
2015-02-05,208601,1,-3.1,9.7
2015-02-06,206607,1,-3.3,9.7
2015-02-07,168175,0,-5.6,9.8
2015-02-08,150782,0,-0.6,9.8
2015-02-09,204605,1,-0.7,9.9
2015-02-10,206257,1,0.8,9.9
2015-02-11,205914,1,0.9,10.0
2015-02-12,202478,1,1.2,10.0
2015-02-13,197657,1,1.5,10.1
2015-02-14,158154,0,1.7,10.1
2015-02-15,143733,0,-0.1,10.2
2015-02-16,190642,1,0.5,10.2
2015-02-17,198623,1,-0.2,10.3
2015-02-18,204060,1,-0.1,10.4
2015-02-19,200654,1,0.8,10.4
2015-02-20,193769,1,3.4,10.5
2015-02-21,157162,0,2.8,10.5
2015-02-22,141683,0,1.5,10.6
2015-02-23,197856,1,1.8,10.7
2015-02-24,199651,1,2.4,10.7
2015-02-25,198812,1,2.2,10.8
2015-02-26,197240,1,3.1,10.8
2015-02-27,195773,1,2.5,10.9
2015-02-28,157049,0,1.6,10.9
2015-03-01,138501,0,4.7,11.0
2015-03-02,193448,1,5.8,11.1
2015-03-03,197452,1,4.3,11.1
2015-03-04,197791,1,2.7,11.2
2015-03-05,197014,1,2.3,11.2
2015-03-06,191946,1,3.9,11.3
2015-03-07,155187,0,5.1,11.4
2015-03-08,134679,0,7.3,11.4
2015-03-09,185888,1,8.9,11.5
2015-03-10,192527,1,6.5,11.5
2015-03-11,191323,1,5.1,11.6
2015-03-12,191798,1,5.4,11.6
2015-03-13,189559,1,5.2,11.7
2015-03-14,153521,0,6.0,11.8
2015-03-15,134898,0,6.1,11.8
2015-03-16,186802,1,6.9,11.9
2015-03-17,190014,1,6.6,12.0
2015-03-18,187877,1,5.6,12.0
2015-03-19,184549,1,9.8,12.1
2015-03-20,183316,1,10.0,12.1
2015-03-21,149518,0,8.0,12.2
2015-03-22,132688,0,5.0,12.2
2015-03-23,188300,1,7.2,12.3
2015-03-24,191770,1,9.6,12.4
2015-03-25,190370,1,9.8,12.4
2015-03-26,192763,1,6.6,12.5
2015-03-27,188168,1,6.8,12.6
2015-03-28,148211,0,8.5,12.6
2015-03-29,124619,0,9.5,12.7
2015-03-30,187126,1,7.3,12.7
2015-03-31,186406,1,9.2,12.8
2015-04-01,190296,1,4.1,12.8
2015-04-02,187682,1,4.6,12.9
2015-04-03,135766,0,6.6,13.0
2015-04-04,135151,0,3.9,13.0
2015-04-05,120771,0,3.8,13.1
2015-04-06,123755,0,5.1,13.2
2015-04-07,178392,1,6.6,13.2
2015-04-08,182512,1,10.2,13.3
2015-04-09,181302,1,12.7,13.3
2015-04-10,176063,1,15.0,13.4
2015-04-11,140732,0,12.5,13.4
2015-04-12,121770,0,13.5,13.5
2015-04-13,178655,1,10.2,13.6
2015-04-14,184381,1,10.9,13.6
2015-04-15,184585,1,10.5,13.7
2015-04-16,183475,1,17.5,13.7
2015-04-17,179709,1,12.2,13.8
2015-04-18,141501,0,7.9,13.8
2015-04-19,123998,0,9.6,13.9
2015-04-20,178908,1,12.3,14.0
2015-04-21,185114,1,15.2,14.0
2015-04-22,181974,1,13.1,14.1
2015-04-23,180039,1,12.2,14.1
2015-04-24,179645,1,14.7,14.2
2015-04-25,142759,0,14.3,14.2
2015-04-26,123884,0,14.8,14.3
2015-04-27,179962,1,14.4,14.4
2015-04-28,186456,1,11.9,14.4
2015-04-29,183270,1,11.8,14.5
2015-04-30,180196,1,12.0,14.5
2015-05-01,123899,0,9.2,14.6
2015-05-02,128335,0,12.9,14.6
2015-05-03,121561,0,14.9,14.7
2015-05-04,177291,1,17.3,14.7
2015-05-05,182274,1,18.8,14.8
2015-05-06,180890,1,14.4,14.8
2015-05-07,178409,1,13.8,14.9
2015-05-08,175537,1,17.5,14.9
2015-05-09,137274,0,15.3,15.0
2015-05-10,118388,0,16.6,15.0
2015-05-11,177437,1,20.0,15.1
2015-05-12,182692,1,22.2,15.1
2015-05-13,177599,1,18.8,15.2
2015-05-14,127806,0,16.5,15.2
2015-05-15,149510,1,13.2,15.3
2015-05-16,132957,0,15.9,15.3
2015-05-17,116951,0,15.2,15.3
2015-05-18,173898,1,17.9,15.4
2015-05-19,179998,1,13.3,15.4
2015-05-20,179886,1,10.4,15.5
2015-05-21,176260,1,11.6,15.5
2015-05-22,171947,1,14.5,15.6
2015-05-23,132703,0,15.7,15.6
2015-05-24,109188,0,16.1,15.6
2015-05-25,113085,0,16.1,15.6
2015-05-26,167309,1,12.6,15.7
2015-05-27,174622,1,12.4,15.7
2015-05-28,173060,1,16.5,15.8
2015-05-29,170755,1,17.0,15.8
2015-05-30,136442,0,14.2,15.8
2015-05-31,116523,0,18.0,15.9
2015-06-01,173064,1,17.0,15.9
2015-06-02,178249,1,20.0,15.9
2015-06-03,176581,1,20.8,15.9
2015-06-04,129946,0,22.5,16.0
2015-06-05,155627,1,26.0,16.0
2015-06-06,138983,0,24.9,16.0
2015-06-07,121601,0,21.1,16.0
2015-06-08,177774,1,15.7,16.0
2015-06-09,180676,1,14.4,16.0
2015-06-10,182509,1,17.2,16.1
2015-06-11,183689,1,20.8,16.1
2015-06-12,182420,1,24.6,16.1
2015-06-13,141727,0,21.0,16.1
2015-06-14,122858,0,21.5,16.1
2015-06-15,176713,1,15.8,16.2
2015-06-16,181619,1,17.4,16.2
2015-06-17,180587,1,15.9,16.2
2015-06-18,179869,1,15.9,16.2
2015-06-19,175842,1,14.7,16.2
2015-06-20,138571,0,13.5,16.2
2015-06-21,120039,0,16.2,16.2
2015-06-22,174359,1,15.4,16.2
2015-06-23,179550,1,13.7,16.2
2015-06-24,178495,1,17.2,16.2
2015-06-25,178106,1,20.4,16.2
2015-06-26,175728,1,22.5,16.2
2015-06-27,138717,0,21.0,16.1
2015-06-28,118909,0,21.1,16.1
2015-06-29,177112,1,23.6,16.1
2015-06-30,183689,1,24.8,16.1
2015-07-01,184739,1,27.3,16.1
2015-07-02,189331,1,29.4,16.1
2015-07-03,187467,1,30.7,16.1
2015-07-04,147992,0,31.0,16.0
2015-07-05,131570,0,31.6,16.0
2015-07-06,185744,1,24.5,16.0
2015-07-07,192789,1,29.0,16.0
2015-07-08,186651,1,18.3,16.0
2015-07-09,181851,1,17.6,15.9
2015-07-10,176994,1,20.2,15.9
2015-07-11,141966,0,23.9,15.9
2015-07-12,124069,0,22.5,15.9
2015-07-13,178052,1,20.5,15.8
2015-07-14,185358,1,23.0,15.8
2015-07-15,188191,1,23.5,15.8
2015-07-16,190242,1,27.6,15.7
2015-07-17,187920,1,28.8,15.7
2015-07-18,144639,0,25.5,15.7
2015-07-19,126568,0,25.1,15.6
2015-07-20,183832,1,24.7,15.6
2015-07-21,192906,1,26.3,15.6
2015-07-22,194199,1,28.6,15.5
2015-07-23,188396,1,22.5,15.5
2015-07-24,184137,1,25.4,15.4
2015-07-25,144530,0,18.6,15.4
2015-07-26,122797,0,18.5,15.4
2015-07-27,175830,1,18.8,15.3
2015-07-28,182962,1,18.0,15.3
2015-07-29,180404,1,14.9,15.2
2015-07-30,177664,1,17.1,15.2
2015-07-31,172938,1,18.1,15.2
2015-08-01,136658,0,19.2,15.1
2015-08-02,119570,0,23.0,15.0
2015-08-03,171632,1,26.0,15.0
2015-08-04,177140,1,22.9,15.0
2015-08-05,175276,1,24.2,14.9
2015-08-06,177711,1,28.5,14.9
2015-08-07,174470,1,30.4,14.8
2015-08-08,141594,0,27.2,14.8
2015-08-09,123306,0,25.4,14.7
2015-08-10,168016,1,23.3,14.6
2015-08-11,171157,1,23.9,14.6
2015-08-12,173898,1,26.9,14.6
2015-08-13,173601,1,27.8,14.5
2015-08-14,168526,1,22.4,14.4
2015-08-15,131705,0,19.3,14.4
2015-08-16,114983,0,15.9,14.4
2015-08-17,159835,1,15.7,14.3
2015-08-18,163828,1,17.2,14.2
2015-08-19,163698,1,16.2,14.2
2015-08-20,163211,1,18.7,14.1
2015-08-21,161829,1,19.8,14.1
2015-08-22,131276,0,20.7,14.0
2015-08-23,117698,0,20.0,14.0
2015-08-24,167982,1,18.6,13.9
2015-08-25,170370,1,17.0,13.8
2015-08-26,174697,1,21.4,13.8
2015-08-27,175454,1,24.2,13.7
2015-08-28,174320,1,22.7,13.7
2015-08-29,140293,0,25.2,13.6
2015-08-30,124274,0,27.4,13.6
2015-08-31,177897,1,26.0,13.5
2015-09-01,182335,1,16.6,13.4
2015-09-02,177067,1,17.3,13.4
2015-09-03,175167,1,16.5,13.3
2015-09-04,171518,1,10.6,13.3
2015-09-05,135455,0,17.9,13.2
2015-09-06,120813,0,17.4,13.2
2015-09-07,172230,1,12.7,13.1
2015-09-08,178903,1,14.6,13.0
2015-09-09,178604,1,14.8,13.0
2015-09-10,177505,1,13.7,12.9
2015-09-11,174622,1,15.3,12.8
2015-09-12,140057,0,19.6,12.8
2015-09-13,122205,0,17.9,12.8
2015-09-14,176677,1,15.5,12.7
2015-09-15,182538,1,14.3,12.6
2015-09-16,184302,1,12.0,12.6
2015-09-17,182978,1,14.5,12.5
2015-09-18,176762,1,14.5,12.4
2015-09-19,139564,0,13.8,12.4
2015-09-20,122944,0,14.3,12.3
2015-09-21,178084,1,14.7,12.3
2015-09-22,184401,1,13.0,12.2
2015-09-23,185656,1,10.7,12.2
2015-09-24,183370,1,13.0,12.1
2015-09-25,177160,1,13.7,12.0
2015-09-26,139890,0,13.8,12.0
2015-09-27,123711,0,12.8,11.9
2015-09-28,175671,1,11.8,11.9
2015-09-29,181546,1,12.1,11.8
2015-09-30,182183,1,11.1,11.8
2015-10-01,180505,1,10.5,11.7
2015-10-02,177090,1,12.4,11.6
2015-10-03,126716,0,14.7,11.6
2015-10-04,122215,0,12.7,11.5
2015-10-05,178403,1,14.9,11.5
2015-10-06,186538,1,17.0,11.4
2015-10-07,184810,1,13.8,11.3
2015-10-08,182579,1,12.2,11.3
2015-10-09,179229,1,12.6,11.2
2015-10-10,144169,0,11.3,11.2
2015-10-11,127624,0,10.1,11.1
2015-10-12,183504,1,8.0,11.1
2015-10-13,190584,1,8.7,11.0
2015-10-14,192127,1,5.0,10.9
2015-10-15,191383,1,4.4,10.9
2015-10-16,188929,1,4.9,10.8
2015-10-17,150644,0,5.9,10.8
2015-10-18,133059,0,6.0,10.7
2015-10-19,185723,1,6.4,10.6
2015-10-20,193467,1,7.0,10.6
2015-10-21,194788,1,7.7,10.5
2015-10-22,192304,1,8.1,10.5
2015-10-23,189784,1,11.1,10.4
2015-10-24,149881,0,8.8,10.4
2015-10-25,138090,0,11.9,10.3
2015-10-26,189547,1,11.6,10.2
2015-10-27,198264,1,9.9,10.2
2015-10-28,196930,1,9.1,10.1
2015-10-29,193817,1,10.2,10.1
2015-10-30,191307,1,9.6,10.0
2015-10-31,152588,0,10.0,10.0
2015-11-01,135022,0,11.2,9.9
2015-11-02,189777,1,7.6,9.9
2015-11-03,197740,1,8.2,9.8
2015-11-04,192758,1,10.8,9.8
2015-11-05,190929,1,11.4,9.7
2015-11-06,185725,1,13.3,9.7
2015-11-07,148514,0,15.3,9.6
2015-11-08,131307,0,15.0,9.5
2015-11-09,187338,1,14.0,9.5
2015-11-10,192997,1,12.4,9.4
2015-11-11,191574,1,10.5,9.4
2015-11-12,191304,1,9.8,9.3
2015-11-13,189635,1,9.6,9.3
2015-11-14,151075,0,7.6,9.3
2015-11-15,134499,0,11.1,9.2
2015-11-16,188515,1,10.5,9.2
2015-11-17,195265,1,12.0,9.1
2015-11-18,192454,1,12.0,9.1
2015-11-19,191484,1,12.6,9.0
2015-11-20,191877,1,9.4,9.0
2015-11-21,154389,0,3.2,8.9
2015-11-22,141290,0,1.2,8.9
2015-11-23,196765,1,-0.6,8.9
2015-11-24,204946,1,0.3,8.8
2015-11-25,204388,1,2.0,8.8
2015-11-26,202442,1,2.1,8.8
2015-11-27,199905,1,1.2,8.7
2015-11-28,164428,0,1.2,8.7
2015-11-29,146421,0,5.2,8.7
2015-11-30,195670,1,8.3,8.6
2015-12-01,201393,1,8.8,8.6
2015-12-02,199765,1,8.0,8.6
2015-12-03,199652,1,6.2,8.5
2015-12-04,197671,1,4.8,8.5
2015-12-05,156059,0,5.6,8.5
2015-12-06,139060,0,6.4,8.4
2015-12-07,193136,1,7.4,8.4
2015-12-08,203358,1,5.7,8.4
2015-12-09,202303,1,5.7,8.4
2015-12-10,205728,1,3.0,8.4
2015-12-11,196854,1,3.5,8.4
2015-12-12,155050,0,5.5,8.3
2015-12-13,140974,0,4.8,8.3
2015-12-14,195912,1,3.8,8.3
2015-12-15,199737,1,4.7,8.3
2015-12-16,198947,1,7.0,8.3
2015-12-17,188110,1,9.5,8.3
2015-12-18,180155,1,0.2,8.3
2015-12-19,145909,0,0.7,8.3
2015-12-20,131500,0,0.5,8.3
2015-12-21,169582,1,7.9,8.3
2015-12-22,164036,1,8.5,8.3
2015-12-23,153224,1,8.2,8.3
2015-12-24,122319,1,7.6,8.3
2015-12-25,108698,0,8.4,8.3
2015-12-26,111921,0,7.5,8.3
2015-12-27,114963,0,6.9,8.3
2015-12-28,140051,1,0.9,8.3
2015-12-29,144444,1,4.0,8.3
2015-12-30,142279,1,3.7,8.3
2015-12-31,129888,1,3.8,8.3
2016-01-01,115262,0,3.7,8.4
2016-01-02,126973,0,2.7,8.4
2016-01-03,119069,0,4.3,8.4
2016-01-04,151814,1,0.2,8.4
2016-01-05,155627,1,3.8,8.4
2016-01-06,129380,0,3.4,8.4
2016-01-07,166888,1,3.4,8.5
2016-01-08,170204,1,4.0,8.5
2016-01-09,142917,0,4.6,8.5
2016-01-10,127394,0,5.6,8.6
2016-01-11,183864,1,4.8,8.6
2016-01-12,192538,1,4.6,8.6
2016-01-13,198704,1,2.8,8.6
2016-01-14,197498,1,1.8,8.7
2016-01-15,197214,1,0.0,8.7
2016-01-16,160891,0,-0.4,8.7
2016-01-17,146484,0,-3.2,8.8
2016-01-18,204102,1,-7.3,8.8
2016-01-19,212095,1,-5.8,8.9
2016-01-20,209692,1,-7.0,8.9
2016-01-21,205945,1,-4.3,8.9
2016-01-22,206188,1,-4.9,9.0
2016-01-23,163609,0,1.7,9.0
2016-01-24,142203,0,1.4,9.1
2016-01-25,193113,1,4.5,9.1
2016-01-26,195376,1,5.8,9.2
2016-01-27,194638,1,7.8,9.2
2016-01-28,195234,1,7.6,9.3
2016-01-29,186602,1,5.4,9.3
2016-01-30,152946,0,6.1,9.3
2016-01-31,137305,0,5.7,9.4
2016-02-01,188437,1,9.8,9.4
2016-02-02,192398,1,8.8,9.5
2016-02-03,201405,1,3.9,9.6
2016-02-04,197973,1,3.2,9.6
2016-02-05,190310,1,6.1,9.6
2016-02-06,152436,0,6.7,9.7
2016-02-07,136844,0,6.3,9.7
2016-02-08,181030,1,7.3,9.8
2016-02-09,188331,1,7.7,9.9
2016-02-10,196260,1,2.3,9.9
2016-02-11,195040,1,2.4,10.0
2016-02-12,190276,1,2.3,10.0
2016-02-13,152036,0,4.2,10.1
2016-02-14,134729,0,4.9,10.1
2016-02-15,194338,1,2.3,10.2
2016-02-16,201869,1,1.3,10.2
2016-02-17,203088,1,1.3,10.3
2016-02-18,195458,1,3.3,10.4
2016-02-19,196714,1,1.9,10.4
2016-02-20,158608,0,3.5,10.5
2016-02-21,134497,0,9.8,10.5
2016-02-22,184232,1,9.3,10.6
2016-02-23,197372,1,4.2,10.6
2016-02-24,197758,1,3.1,10.7
2016-02-25,197360,1,1.6,10.8
2016-02-26,191670,1,1.4,10.8
2016-02-27,153153,0,2.1,10.9
2016-02-28,136774,0,2.7,10.9
2016-02-29,195230,1,2.3,11.0
2016-03-01,197030,1,1.4,11.0
2016-03-02,198469,1,4.4,11.1
2016-03-03,196923,1,2.1,11.2
2016-03-04,193404,1,2.8,11.2
2016-03-05,155553,0,3.5,11.3
2016-03-06,138828,0,1.6,11.3
2016-03-07,191989,1,1.3,11.4
2016-03-08,200332,1,1.6,11.5
2016-03-09,201369,1,2.0,11.5
2016-03-10,192619,1,4.1,11.6
2016-03-11,191458,1,4.0,11.6
2016-03-12,154468,0,4.2,11.7
2016-03-13,136727,0,4.5,11.8
2016-03-14,189314,1,4.1,11.8
2016-03-15,196664,1,2.7,11.9
2016-03-16,195553,1,2.8,11.9
2016-03-17,191223,1,6.2,12.0
2016-03-18,187520,1,8.1,12.0
2016-03-19,153965,0,5.9,12.1
2016-03-20,134958,0,5.6,12.2
2016-03-21,188329,1,6.0,12.2
2016-03-22,191177,1,5.8,12.3
2016-03-23,193142,1,6.2,12.4
2016-03-24,185819,1,6.4,12.4
2016-03-25,138656,0,6.0,12.5
2016-03-26,132978,0,9.6,12.5
2016-03-27,111919,0,8.2,12.6
2016-03-28,121131,0,9.1,12.7
2016-03-29,176578,1,8.8,12.7
2016-03-30,186535,1,10.3,12.8
2016-03-31,184436,1,13.4,12.8
2016-04-01,183781,1,8.1,12.9
2016-04-02,146449,0,11.5,13.0
2016-04-03,125100,0,14.9,13.0
2016-04-04,178794,1,13.3,13.1
2016-04-05,184034,1,12.3,13.2
2016-04-06,184124,1,11.6,13.2
2016-04-07,182804,1,8.4,13.3
2016-04-08,181908,1,8.5,13.3
2016-04-09,145610,0,8.4,13.4
2016-04-10,125073,0,11.3,13.4
2016-04-11,179104,1,12.2,13.5
2016-04-12,185971,1,12.9,13.6
2016-04-13,185943,1,10.2,13.6
2016-04-14,183119,1,10.9,13.7
2016-04-15,179783,1,10.5,13.7
2016-04-16,143175,0,10.4,13.8
2016-04-17,130345,0,10.4,13.8
2016-04-18,183223,1,10.2,13.9
2016-04-19,184027,1,10.8,14.0
2016-04-20,183893,1,12.0,14.0
2016-04-21,183073,1,14.2,14.1
2016-04-22,177270,1,14.1,14.1
2016-04-23,143307,0,8.3,14.2
2016-04-24,128183,0,5.1,14.2
2016-04-25,182660,1,4.6,14.3
2016-04-26,190906,1,4.5,14.4
2016-04-27,189502,1,4.4,14.4
2016-04-28,186952,1,6.5,14.4
2016-04-29,181078,1,9.7,14.5
2016-04-30,142258,0,12.5,14.6
2016-05-01,117839,0,10.0,14.6
2016-05-02,172268,1,13.0,14.7
2016-05-03,182296,1,11.2,14.7
2016-05-04,177933,1,11.2,14.8
2016-05-05,127973,0,13.1,14.8
2016-05-06,148437,1,17.5,14.9
2016-05-07,131665,0,18.1,14.9
2016-05-08,116820,0,18.1,15.0
2016-05-09,173816,1,18.5,15.0
2016-05-10,179566,1,16.1,15.1
2016-05-11,179919,1,17.9,15.1
2016-05-12,180884,1,13.4,15.2
2016-05-13,177660,1,14.4,15.2
2016-05-14,138301,0,11.4,15.2
2016-05-15,112640,0,8.5,15.3
2016-05-16,116274,0,8.8,15.3
2016-05-17,169793,1,11.7,15.4
2016-05-18,176510,1,15.1,15.4
2016-05-19,175760,1,14.3,15.5
2016-05-20,171806,1,14.8,15.5
2016-05-21,135867,0,15.8,15.5
2016-05-22,119702,0,20.1,15.6
2016-05-23,174290,1,9.8,15.6
2016-05-24,180520,1,10.3,15.6
2016-05-25,171399,1,14.7,15.7
2016-05-26,126059,0,13.3,15.7
2016-05-27,146223,1,15.5,15.8
2016-05-28,131498,0,14.0,15.8
2016-05-29,119528,0,18.0,15.8
2016-05-30,171973,1,15.1,15.8
2016-05-31,178151,1,16.4,15.9
2016-06-01,178620,1,16.0,15.9
2016-06-02,177373,1,16.2,15.9
2016-06-03,174461,1,17.2,16.0
2016-06-04,137142,0,17.7,16.0
2016-06-05,120150,0,19.5,16.0
2016-06-06,174992,1,21.4,16.0
2016-06-07,181926,1,22.5,16.0
2016-06-08,182298,1,18.4,16.0
2016-06-09,178690,1,16.9,16.1
2016-06-10,174257,1,14.3,16.1
2016-06-11,137344,0,17.3,16.1
2016-06-12,120739,0,16.2,16.1
2016-06-13,174240,1,15.2,16.1
2016-06-14,179620,1,15.3,16.2
2016-06-15,178837,1,12.0,16.2
2016-06-16,180250,1,18.3,16.2
2016-06-17,173715,1,15.2,16.2
2016-06-18,136503,0,16.4,16.2
2016-06-19,119714,0,14.9,16.2
2016-06-20,171970,1,17.9,16.2
2016-06-21,176952,1,18.8,16.2
2016-06-22,181780,1,24.0,16.2
2016-06-23,185418,1,27.4,16.2
2016-06-24,181511,1,27.0,16.2
2016-06-25,139711,0,21.1,16.2
2016-06-26,119531,0,18.0,16.1
2016-06-27,172734,1,17.9,16.1
2016-06-28,179295,1,19.9,16.1
2016-06-29,180676,1,20.7,16.1
2016-06-30,179923,1,20.7,16.1
2016-07-01,176716,1,21.8,16.1
2016-07-02,138785,0,16.6,16.1
2016-07-03,118944,0,16.8,16.0
2016-07-04,171765,1,19.9,16.0
2016-07-05,174534,1,20.5,16.0
2016-07-06,174471,1,18.2,16.0
2016-07-07,175770,1,21.5,16.0
2016-07-08,174123,1,22.7,15.9
2016-07-09,137814,0,22.3,15.9
2016-07-10,124712,0,25.8,15.9
2016-07-11,178108,1,24.0,15.9
2016-07-12,184736,1,19.0,15.8
2016-07-13,176033,1,15.5,15.8
2016-07-14,173165,1,14.4,15.8
2016-07-15,170295,1,15.4,15.8
2016-07-16,134482,0,18.7,15.7
2016-07-17,119018,0,22.4,15.7
2016-07-18,178919,1,20.7,15.6
2016-07-19,184949,1,21.7,15.6
2016-07-20,187910,1,20.6,15.6
2016-07-21,184151,1,20.7,15.5
2016-07-22,181044,1,20.4,15.5
2016-07-23,139881,0,20.2,15.4
2016-07-24,123013,0,20.0,15.4
2016-07-25,179850,1,20.0,15.4
2016-07-26,185339,1,21.0,15.3
2016-07-27,184665,1,22.0,15.3
2016-07-28,181321,1,21.4,15.2
2016-07-29,175739,1,21.5,15.2
2016-07-30,141405,0,23.2,15.2
2016-07-31,121893,0,20.1,15.1
2016-08-01,168256,1,19.5,15.1
2016-08-02,172712,1,17.4,15.0
2016-08-03,173443,1,21.4,15.0
2016-08-04,172685,1,21.8,14.9
2016-08-05,165450,1,16.9,14.9
2016-08-06,130358,0,18.6,14.8
2016-08-07,114491,0,22.5,14.8
2016-08-08,162193,1,21.8,14.7
2016-08-09,164929,1,17.4,14.7
2016-08-10,161367,1,14.6,14.6
2016-08-11,157184,1,15.0,14.6
2016-08-12,153765,1,16.9,14.5
2016-08-13,128693,0,22.6,14.5
2016-08-14,114501,0,23.5,14.4
2016-08-15,159321,1,22.1,14.4
2016-08-16,162820,1,22.0,14.3
2016-08-17,163040,1,20.7,14.2
2016-08-18,161708,1,19.5,14.2
2016-08-19,159341,1,20.8,14.2
2016-08-20,129383,0,19.0,14.1
2016-08-21,109644,0,16.6,14.0
2016-08-22,160369,1,18.0,14.0
2016-08-23,168227,1,22.5,13.9
2016-08-24,172223,1,23.6,13.8
2016-08-25,172249,1,24.4,13.8
2016-08-26,171363,1,28.4,13.8
2016-08-27,136560,0,28.4,13.7
2016-08-28,121228,0,25.5,13.6
2016-08-29,173728,1,20.6,13.6
2016-08-30,174687,1,19.0,13.5
2016-08-31,176643,1,21.3,13.5
2016-09-01,176210,1,21.2,13.4
2016-09-02,170980,1,21.6,13.4
2016-09-03,131854,0,21.8,13.3
2016-09-04,119449,0,19.6,13.2
2016-09-05,170018,1,16.8,13.2
2016-09-06,174468,1,18.7,13.1
2016-09-07,176817,1,19.2,13.0
2016-09-08,175925,1,21.8,13.0
2016-09-09,172098,1,21.1,12.9
2016-09-10,135611,0,22.5,12.9
2016-09-11,119266,0,22.3,12.8
2016-09-12,175320,1,23.5,12.8
2016-09-13,181737,1,24.3,12.7
2016-09-14,182874,1,23.2,12.6
2016-09-15,180631,1,19.6,12.6
2016-09-16,174484,1,16.8,12.5
2016-09-17,135733,0,15.4,12.5
2016-09-18,123149,0,14.1,12.4
2016-09-19,172781,1,13.6,12.4
2016-09-20,177130,1,13.7,12.3
2016-09-21,175847,1,13.1,12.2
2016-09-22,174173,1,14.7,12.2
2016-09-23,171620,1,15.1,12.1
2016-09-24,133181,0,16.7,12.0
2016-09-25,118095,0,17.3,12.0
2016-09-26,177955,1,15.7,11.9
