datum,verbrauch,arbeitstag,temperatur,tagesstunden
2020-04-02,160311,1,7.9,13.0
2020-04-03,156439,1,7.4,13.0
2020-04-04,127148,0,9.7,13.1
2020-04-05,118667,0,13.0,13.2
2020-04-06,151420,1,15.4,13.2
2020-04-07,153189,1,15.4,13.3
2020-04-08,150318,1,16.2,13.3
2020-04-09,142616,1,16.4,13.4
2020-04-10,111233,0,15.9,13.4
2020-04-11,112010,0,16.6,13.5
2020-04-12,102469,0,17.4,13.6
2020-04-13,105308,0,14.1,13.6
2020-04-14,143089,1,7.0,13.7
2020-04-15,150715,1,11.2,13.7
2020-04-16,148527,1,15.7,13.8
2020-04-17,146109,1,17.8,13.8
2020-04-18,120408,0,18.2,13.9
2020-04-19,111003,0,16.4,14.0
2020-04-20,154405,1,12.4,14.0
2020-04-21,164071,1,12.9,14.1
2020-04-22,158484,1,13.8,14.1
2020-04-23,155204,1,15.4,14.2
2020-04-24,150015,1,16.8,14.2
2020-04-25,122980,0,16.3,14.3
2020-04-26,113442,0,15.6,14.4
2020-04-27,153743,1,17.2,14.4
2020-04-28,161485,1,14.1,14.4
2020-04-29,159557,1,12.7,14.5
2020-04-30,155056,1,11.2,14.6
2020-05-01,116289,0,11.2,14.6
2020-05-02,121121,0,10.8,14.7
2020-05-03,114397,0,12.7,14.7
2020-05-04,160321,1,14.5,14.8
2020-05-05,168110,1,13.1,14.8
2020-05-06,164654,1,13.3,14.9
2020-05-07,161891,1,16.2,14.9
2020-05-08,155922,1,18.5,15.0
2020-05-09,128250,0,18.5,15.0
2020-05-10,116342,0,19.2,15.1
2020-05-11,166222,1,7.6,15.1
2020-05-12,166294,1,8.9,15.2
2020-05-13,170440,1,10.2,15.2
2020-05-14,166832,1,9.4,15.2
2020-05-15,158220,1,11.0,15.3
2020-05-16,126831,0,14.1,15.3
2020-05-17,113462,0,16.4,15.4
2020-05-18,154750,1,18.1,15.4
2020-05-19,159927,1,19.0,15.5
2020-05-20,156553,1,18.3,15.5
2020-05-21,116914,0,19.1,15.5
2020-05-22,131342,1,20.7,15.6
2020-05-23,126159,0,13.0,15.6
2020-05-24,115041,0,13.9,15.6
2020-05-25,157617,1,15.4,15.7
2020-05-26,163709,1,15.8,15.7
2020-05-27,162175,1,17.3,15.8
2020-05-28,159262,1,16.5,15.8
2020-05-29,151948,1,15.1,15.8
2020-05-30,122934,0,14.8,15.8
2020-05-31,104511,0,15.0,15.9
2020-06-01,106687,0,18.0,15.9
2020-06-02,156183,1,19.7,15.9
2020-06-03,166249,1,21.1,16.0
2020-06-04,165410,1,16.6,16.0
2020-06-05,159396,1,12.8,16.0
2020-06-06,128796,0,13.7,16.0
2020-06-07,114389,0,13.8,16.0
2020-06-08,152213,1,16.0,16.0
2020-06-09,161691,1,14.9,16.1
2020-06-10,159062,1,12.9,16.1
2020-06-11,117631,0,15.5,16.1
2020-06-12,129356,1,21.3,16.1
2020-06-13,119934,0,19.6,16.1
2020-06-14,116570,0,17.2,16.2
2020-06-15,161846,1,15.6,16.2
2020-06-16,169151,1,18.9,16.2
2020-06-17,169810,1,17.2,16.2
2020-06-18,163574,1,17.5,16.2
2020-06-19,158571,1,18.1,16.2
2020-06-20,124579,0,19.1,16.2
2020-06-21,112250,0,20.3,16.2
2020-06-22,161058,1,20.2,16.2
2020-06-23,168669,1,21.8,16.2
2020-06-24,168443,1,21.7,16.2
2020-06-25,165944,1,21.6,16.2
2020-06-26,162973,1,23.6,16.1
2020-06-27,129441,0,23.4,16.1
2020-06-28,117432,0,21.1,16.1
2020-06-29,160567,1,18.4,16.1
2020-06-30,165579,1,18.6,16.1
2020-07-01,170360,1,23.4,16.1
2020-07-02,169094,1,20.2,16.1
2020-07-03,158354,1,19.0,16.0
2020-07-04,126990,0,20.2,16.0
2020-07-05,117977,0,20.3,16.0
2020-07-06,163485,1,17.1,16.0
2020-07-07,165623,1,17.8,16.0
2020-07-08,168499,1,19.7,15.9
2020-07-09,167857,1,21.9,15.9
2020-07-10,162268,1,21.6,15.9
2020-07-11,127202,0,18.2,15.9
2020-07-12,114641,0,19.4,15.8
2020-07-13,162529,1,19.7,15.8
2020-07-14,170907,1,20.5,15.8
2020-07-15,170748,1,17.0,15.8
2020-07-16,169680,1,16.3,15.7
2020-07-17,161848,1,18.2,15.7
2020-07-18,127810,0,20.4,15.6
2020-07-19,116963,0,22.2,15.6
2020-07-20,167718,1,22.0,15.6
2020-07-21,174208,1,21.2,15.5
2020-07-22,174471,1,21.1,15.5
2020-07-23,171629,1,21.5,15.4
2020-07-24,165242,1,20.5,15.4
2020-07-25,132816,0,22.0,15.4
2020-07-26,121209,0,21.1,15.3
2020-07-27,168351,1,23.4,15.3
2020-07-28,179350,1,24.0,15.2
2020-07-29,173761,1,21.1,15.2
2020-07-30,172040,1,22.9,15.2
2020-07-31,166932,1,27.8,15.1
2020-08-01,136445,0,27.2,15.1
2020-08-02,121168,0,20.4,15.0
2020-08-03,159322,1,16.9,15.0
2020-08-04,161080,1,17.7,14.9
2020-08-05,161047,1,19.6,14.9
2020-08-06,161450,1,22.1,14.8
2020-08-07,160976,1,24.2,14.8
2020-08-08,132212,0,26.2,14.7
2020-08-09,120328,0,27.0,14.7
2020-08-10,161184,1,26.4,14.6
2020-08-11,167873,1,26.4,14.6
2020-08-12,169118,1,27.8,14.5
2020-08-13,165390,1,24.8,14.5
2020-08-14,159775,1,22.7,14.4
2020-08-15,126373,0,23.5,14.4
2020-08-16,115542,0,25.6,14.3
2020-08-17,153868,1,20.2,14.2
2020-08-18,156443,1,20.8,14.2
2020-08-19,156131,1,22.1,14.1
2020-08-20,161028,1,27.2,14.1
2020-08-21,159418,1,27.4,14.0
2020-08-22,127897,0,22.4,14.0
2020-08-23,112054,0,19.2,13.9
2020-08-24,152943,1,17.9,13.8
2020-08-25,159413,1,20.0,13.8
2020-08-26,164900,1,19.2,13.8
2020-08-27,160308,1,18.6,13.7
2020-08-28,158355,1,18.2,13.6
2020-08-29,124430,0,15.2,13.6
2020-08-30,112780,0,14.6,13.5
2020-08-31,157753,1,15.8,13.5
2020-09-01,167083,1,15.2,13.4
2020-09-02,165931,1,16.4,13.4
2020-09-03,164280,1,17.8,13.3
2020-09-04,162783,1,21.5,13.2
2020-09-05,130578,0,19.6,13.2
2020-09-06,118129,0,15.7,13.1
2020-09-07,162407,1,16.4,13.0
2020-09-08,169195,1,19.4,13.0
2020-09-09,170605,1,21.6,12.9
2020-09-10,171325,1,19.1,12.9
2020-09-11,167430,1,19.3,12.8
2020-09-12,133979,0,21.5,12.8
2020-09-13,119422,0,23.3,12.7
2020-09-14,168184,1,22.1,12.6
2020-09-15,175722,1,25.2,12.6
2020-09-16,176451,1,23.4,12.5
2020-09-17,174863,1,21.2,12.5
2020-09-18,168787,1,17.6,12.4
2020-09-19,133679,0,18.0,12.4
2020-09-20,119570,0,18.2,12.3
2020-09-21,168049,1,19.7,12.2
2020-09-22,175789,1,20.6,12.2
2020-09-23,176254,1,18.9,12.1
2020-09-24,179694,1,18.0,12.0
2020-09-25,180664,1,9.9,12.0
2020-09-26,148318,0,7.3,11.9
2020-09-27,134514,0,8.8,11.9
2020-09-28,181462,1,11.4,11.8
2020-09-29,192281,1,10.9,11.8
2020-09-30,186541,1,15.0,11.7
2020-10-01,185629,1,14.4,11.6
2020-10-02,181244,1,14.1,11.6
2020-10-03,138721,0,11.0,11.5
2020-10-04,132555,0,12.4,11.5
2020-10-05,183334,1,11.3,11.4
2020-10-06,191596,1,11.4,11.4
2020-10-07,192214,1,10.5,11.3
2020-10-08,187613,1,11.4,11.2
2020-10-09,184463,1,13.8,11.2
2020-10-10,151257,0,10.2,11.1
2020-10-11,138352,0,7.8,11.1
2020-10-12,191217,1,8.3,11.0
2020-10-13,196752,1,8.5,10.9
2020-10-14,202225,1,7.2,10.9
2020-10-15,200862,1,7.4,10.8
2020-10-16,195983,1,8.8,10.8
2020-10-17,156403,0,8.4,10.7
2020-10-18,142175,0,8.5,10.7
2020-10-19,188880,1,9.6,10.6
2020-10-20,199271,1,11.6,10.5
2020-10-21,197239,1,14.2,10.5
2020-10-22,194274,1,14.6,10.4
2020-10-23,196333,1,13.3,10.4
2020-10-24,151325,0,12.2,10.3
2020-10-25,143758,0,13.1,10.3
2020-10-26,191413,1,9.4,10.2
2020-10-27,196942,1,8.6,10.1
2020-10-28,197563,1,10.7,10.1
2020-10-29,197566,1,10.5,10.0
2020-10-30,189028,1,12.6,10.0
2020-10-31,149250,0,13.3,9.9
2020-11-01,140211,0,12.4,9.9
2020-11-02,190430,1,16.3,9.8
2020-11-03,197560,1,10.7,9.8
2020-11-04,201756,1,7.6,9.7
2020-11-05,197884,1,7.7,9.7
2020-11-06,196168,1,8.0,9.6
2020-11-07,155732,0,10.7,9.6
2020-11-08,141637,0,9.7,9.5
2020-11-09,194095,1,10.9,9.5
2020-11-10,202508,1,10.6,9.4
2020-11-11,201645,1,10.5,9.4
2020-11-12,198524,1,10.0,9.3
2020-11-13,193523,1,9.8,9.3
2020-11-14,151092,0,11.9,9.2
2020-11-15,140016,0,11.4,9.2
2020-11-16,196284,1,8.6,9.1
2020-11-17,203489,1,8.0,9.1
2020-11-18,202428,1,9.8,9.0
2020-11-19,204432,1,8.9,9.0
2020-11-20,198294,1,4.9,9.0
2020-11-21,169368,0,3.9,8.9
2020-11-22,157198,0,4.6,8.9
2020-11-23,207460,1,5.3,8.8
2020-11-24,216124,1,5.5,8.8
2020-11-25,218578,1,6.7,8.8
2020-11-26,211627,1,6.0,8.7
2020-11-27,204701,1,6.2,8.7
2020-11-28,170658,0,4.5,8.7
2020-11-29,159483,0,2.1,8.6
2020-11-30,213306,1,1.8,8.6
2020-12-01,221616,1,2.6,8.6
2020-12-02,221467,1,1.7,8.5
2020-12-03,219032,1,0.5,8.5
2020-12-04,214748,1,2.8,8.5
2020-12-05,178284,0,2.7,8.5
2020-12-06,163940,0,3.0,8.4
2020-12-07,212048,1,2.6,8.4
2020-12-08,215660,1,1.0,8.4
2020-12-09,221820,1,1.6,8.4
2020-12-10,215915,1,0.8,8.4
2020-12-11,212749,1,0.9,8.3
2020-12-12,171890,0,3.8,8.3
2020-12-13,151916,0,4.4,8.3
2020-12-14,202750,1,3.8,8.3
2020-12-15,206473,1,6.4,8.3
2020-12-16,198525,1,7.0,8.3
2020-12-17,195009,1,6.8,8.3
2020-12-18,187036,1,6.0,8.3
2020-12-19,158562,0,6.0,8.3
2020-12-20,144567,0,6.2,8.3
2020-12-21,174725,1,6.1,8.3
2020-12-22,171748,1,11.1,8.3
2020-12-23,157523,1,10.7,8.3
2020-12-24,133643,1,6.6,8.3
2020-12-25,129471,0,1.4,8.3
2020-12-26,130925,0,0.7,8.3
2020-12-27,137464,0,0.5,8.3
2020-12-28,151492,1,1.3,8.3
2020-12-29,152711,1,1.7,8.3
2020-12-30,154993,1,1.6,8.3
2020-12-31,142753,1,1.1,8.4
2021-01-01,131423,0,1.5,8.4
2021-01-02,140812,0,0.6,8.4
2021-01-03,143167,0,0.0,8.4
2021-01-04,178006,1,0.4,8.4
2021-01-05,184918,1,0.8,8.4
2021-01-06,161034,0,0.5,8.5
2021-01-07,191174,1,-0.8,8.5
2021-01-08,196043,1,-1.3,8.5
2021-01-09,168608,0,-1.6,8.6
2021-01-10,155158,0,-2.4,8.6
2021-01-11,211199,1,-3.2,8.6
2021-01-12,221813,1,1.7,8.6
2021-01-13,217226,1,0.3,8.7
2021-01-14,215349,1,0.3,8.7
2021-01-15,211312,1,-2.5,8.7
2021-01-16,176657,0,-3.4,8.8
2021-01-17,164047,0,0.4,8.8
2021-01-18,212066,1,-0.1,8.8
2021-01-19,219864,1,1.2,8.9
2021-01-20,216292,1,2.6,8.9
2021-01-21,209516,1,4.3,9.0
2021-01-22,201172,1,5.2,9.0
2021-01-23,169779,0,2.6,9.1
2021-01-24,156984,0,0.1,9.1
2021-01-25,210762,1,0.1,9.1
2021-01-26,216580,1,-1.0,9.2
2021-01-27,217311,1,-0.4,9.2
2021-01-28,208498,1,4.5,9.3
2021-01-29,199412,1,7.0,9.3
2021-01-30,165215,0,4.6,9.4
2021-01-31,153088,0,2.1,9.4
2021-02-01,202833,1,4.9,9.5
2021-02-02,205271,1,6.4,9.5
2021-02-03,203756,1,8.9,9.6
2021-02-04,201186,1,6.6,9.6
2021-02-05,196824,1,7.6,9.7
2021-02-06,161927,0,7.8,9.7
2021-02-07,150900,0,6.3,9.8
2021-02-08,208180,1,1.8,9.8
2021-02-09,219166,1,-1.0,9.9
2021-02-10,222193,1,-4.4,9.9
2021-02-11,222761,1,-6.3,10.0
2021-02-12,218654,1,-6.8,10.1
2021-02-13,183653,0,-6.8,10.1
2021-02-14,164960,0,-3.3,10.2
2021-02-15,213699,1,-0.9,10.2
2021-02-16,207042,1,4.4,10.3
2021-02-17,205745,1,5.9,10.3
2021-02-18,202674,1,5.4,10.4
2021-02-19,194449,1,8.7,10.5
2021-02-20,154250,0,11.0,10.5
2021-02-21,139916,0,10.9,10.6
2021-02-22,191371,1,9.7,10.6
2021-02-23,192882,1,10.6,10.7
2021-02-24,191329,1,13.9,10.7
2021-02-25,189095,1,14.2,10.8
2021-02-26,187404,1,10.5,10.9
2021-02-27,151802,0,6.3,10.9
2021-02-28,140891,0,6.7,11.0
2021-03-01,188650,1,7.4,11.0
2021-03-02,192149,1,10.1,11.1
2021-03-03,196654,1,10.7,11.2
2021-03-04,190743,1,8.4,11.2
2021-03-05,196358,1,3.8,11.3
2021-03-06,161668,0,3.9,11.3
2021-03-07,149223,0,5.5,11.4
2021-03-08,198265,1,4.5,11.4
2021-03-09,205881,1,4.4,11.5
2021-03-10,200384,1,4.8,11.6
2021-03-11,201482,1,8.9,11.6
2021-03-12,194975,1,6.4,11.7
2021-03-13,163833,0,6.9,11.8
2021-03-14,147986,0,3.4,11.8
2021-03-15,196609,1,3.5,11.9
2021-03-16,201816,1,3.5,11.9
2021-03-17,199780,1,3.2,12.0
2021-03-18,199230,1,2.6,12.0
2021-03-19,196588,1,2.8,12.1
2021-03-20,161929,0,0.3,12.2
2021-03-21,152525,0,3.0,12.2
2021-03-22,201437,1,3.1,12.3
2021-03-23,204880,1,5.6,12.4
2021-03-24,197672,1,9.2,12.4
2021-03-25,193397,1,9.7,12.5
2021-03-26,185453,1,10.0,12.5
2021-03-27,152465,0,8.8,12.6
2021-03-28,131824,0,12.6,12.6
2021-03-29,183147,1,13.3,12.7
2021-03-30,184709,1,14.7,12.8
2021-03-31,181604,1,16.4,12.8
2021-04-01,175125,1,17.2,12.9
2021-04-02,130015,0,10.0,13.0
2021-04-03,133528,0,6.3,13.0
2021-04-04,119636,0,9.0,13.1
2021-04-05,130802,0,7.4,13.1
2021-04-06,188357,1,0.6,13.2
2021-04-07,199550,1,0.7,13.2
2021-04-08,195562,1,3.9,13.3
2021-04-09,189779,1,8.6,13.4
2021-04-10,151553,0,11.5,13.4
2021-04-11,141812,0,13.9,13.5
2021-04-12,195595,1,3.0,13.5
2021-04-13,202048,1,4.3,13.6
2021-04-14,204067,1,5.3,13.6
2021-04-15,200061,1,5.4,13.7
2021-04-16,197584,1,4.6,13.8
2021-04-17,161575,0,5.9,13.8
2021-04-18,148241,0,7.0,13.9
2021-04-19,198131,1,7.9,13.9
2021-04-20,198781,1,10.2,14.0
2021-04-21,193487,1,12.1,14.0
2021-04-22,189453,1,7.9,14.1
2021-04-23,185110,1,10.5,14.2
2021-04-24,146840,0,12.4,14.2
2021-04-25,132381,0,12.5,14.3
2021-04-26,181556,1,11.1,14.3
2021-04-27,188308,1,8.5,14.4
2021-04-28,191559,1,13.1,14.4
2021-04-29,188774,1,12.1,14.5
2021-04-30,187652,1,8.9,14.6
2021-05-01,134964,0,12.4,14.6
2021-05-02,132987,0,8.0,14.6
2021-05-03,184986,1,9.5,14.7
2021-05-04,194400,1,8.6,14.8
2021-05-05,191998,1,7.6,14.8
2021-05-06,197281,1,8.6,14.8
2021-05-07,187396,1,7.8,14.9
2021-05-08,146926,0,12.0,15.0
2021-05-09,130745,0,19.2,15.0
2021-05-10,181432,1,16.0,15.0
2021-05-11,191168,1,12.4,15.1
2021-05-12,184286,1,9.1,15.1
2021-05-13,136476,0,9.8,15.2
2021-05-14,150949,1,12.1,15.2
2021-05-15,137400,0,10.0,15.3
2021-05-16,130168,0,11.0,15.3
2021-05-17,178814,1,9.6,15.4
2021-05-18,185590,1,8.2,15.4
2021-05-19,186420,1,10.4,15.4
2021-05-20,184356,1,11.3,15.5
2021-05-21,182030,1,11.0,15.5
2021-05-22,140221,0,11.7,15.6
2021-05-23,119942,0,11.9,15.6
2021-05-24,125709,0,11.6,15.6
2021-05-25,173693,1,10.2,15.7
2021-05-26,183795,1,10.2,15.7
2021-05-27,181862,1,12.8,15.8
2021-05-28,175524,1,13.1,15.8
2021-05-29,138663,0,14.9,15.8
2021-05-30,123736,0,15.6,15.8
2021-05-31,172255,1,15.5,15.9
2021-06-01,177621,1,17.9,15.9
2021-06-02,175455,1,18.3,15.9
2021-06-03,140797,0,19.9,16.0
2021-06-04,157555,1,18.3,16.0
2021-06-05,140725,0,18.2,16.0
2021-06-06,131634,0,16.8,16.0
2021-06-07,185772,1,14.7,16.0
2021-06-08,189768,1,17.0,16.0
2021-06-09,190471,1,18.6,16.1
2021-06-10,188816,1,20.6,16.1
2021-06-11,183969,1,21.2,16.1
2021-06-12,145650,0,20.7,16.1
2021-06-13,129370,0,18.7,16.1
2021-06-14,183096,1,21.5,16.2
2021-06-15,192604,1,23.0,16.2
2021-06-16,195981,1,23.8,16.2
2021-06-17,195340,1,25.9,16.2
2021-06-18,194587,1,26.2,16.2
2021-06-19,155021,0,25.1,16.2
2021-06-20,138551,0,22.2,16.2
2021-06-21,185769,1,21.3,16.2
2021-06-22,190220,1,19.1,16.2
2021-06-23,193029,1,20.3,16.2
2021-06-24,188629,1,18.2,16.2
2021-06-25,184801,1,17.0,16.2
2021-06-26,144769,0,20.2,16.2
2021-06-27,131692,0,22.9,16.1
2021-06-28,188309,1,24.4,16.1
2021-06-29,190641,1,18.0,16.1
2021-06-30,187699,1,16.5,16.1
2021-07-01,185196,1,15.3,16.1
2021-07-02,179197,1,16.4,16.1
2021-07-03,144590,0,20.2,16.1
2021-07-04,131980,0,19.7,16.0
2021-07-05,183363,1,18.1,16.0
2021-07-06,189976,1,21.7,16.0
2021-07-07,186688,1,16.5,16.0
2021-07-08,188492,1,17.5,16.0
2021-07-09,181727,1,18.9,15.9
2021-07-10,147334,0,20.9,15.9
2021-07-11,132840,0,20.2,15.9
2021-07-12,184734,1,23.5,15.8
2021-07-13,193347,1,14.8,15.8
2021-07-14,189950,1,13.3,15.8
2021-07-15,189698,1,14.8,15.8
2021-07-16,183186,1,17.8,15.7
2021-07-17,143856,0,19.8,15.7
2021-07-18,127268,0,20.9,15.7
2021-07-19,178945,1,20.4,15.6
2021-07-20,183878,1,20.1,15.6
2021-07-21,185562,1,21.1,15.5
2021-07-22,186822,1,22.1,15.5
2021-07-23,182585,1,23.4,15.5
2021-07-24,148231,0,23.9,15.4
2021-07-25,132931,0,22.1,15.4
2021-07-26,182907,1,21.3,15.4
2021-07-27,187647,1,19.8,15.3
2021-07-28,184550,1,19.0,15.2
2021-07-29,180267,1,21.0,15.2
2021-07-30,176930,1,21.3,15.2
2021-07-31,142842,0,19.7,15.1
2021-08-01,128451,0,16.4,15.1
2021-08-02,169754,1,18.2,15.0
2021-08-03,174071,1,16.9,15.0
2021-08-04,171961,1,15.2,14.9
2021-08-05,169184,1,17.5,14.9
2021-08-06,167371,1,18.2,14.8
2021-08-07,135425,0,17.8,14.8
2021-08-08,119860,0,16.5,14.7
2021-08-09,157928,1,18.6,14.7
2021-08-10,162894,1,20.7,14.6
2021-08-11,165211,1,22.0,14.6
2021-08-12,166114,1,24.3,14.5
2021-08-13,166279,1,25.6,14.5
2021-08-14,139298,0,24.7,14.4
2021-08-15,128672,0,24.6,14.4
2021-08-16,166451,1,18.6,14.3
2021-08-17,164512,1,16.2,14.3
2021-08-18,166299,1,16.8,14.2
2021-08-19,168886,1,18.3,14.2
2021-08-20,164679,1,20.5,14.1
2021-08-21,137287,0,22.8,14.0
2021-08-22,124606,0,19.7,14.0
2021-08-23,168460,1,16.0,13.9
2021-08-24,176630,1,15.4,13.9
2021-08-25,175628,1,17.6,13.8
2021-08-26,176419,1,15.3,13.8
2021-08-27,174359,1,13.7,13.7
2021-08-28,140483,0,12.6,13.6
2021-08-29,130834,0,12.0,13.6
2021-08-30,179559,1,13.6,13.5
2021-08-31,187846,1,16.2,13.5
2021-09-01,185241,1,17.8,13.4
2021-09-02,182603,1,18.5,13.4
2021-09-03,180077,1,19.2,13.3
2021-09-04,143462,0,20.0,13.2
2021-09-05,130446,0,20.1,13.2
2021-09-06,184250,1,20.6,13.1
2021-09-07,189329,1,20.5,13.1
2021-09-08,192252,1,20.9,13.0
2021-09-09,192673,1,22.0,12.9
2021-09-10,189053,1,20.2,12.9
2021-09-11,155616,0,18.9,12.8
2021-09-12,136085,0,19.2,12.8
2021-09-13,189184,1,19.8,12.7
2021-09-14,197361,1,19.6,12.6
2021-09-15,200588,1,19.2,12.6
2021-09-16,197825,1,16.3,12.6
2021-09-17,189112,1,17.3,12.5
2021-09-18,154048,0,16.8,12.4
2021-09-19,137961,0,15.6,12.4
2021-09-20,187846,1,13.4,12.3
2021-09-21,194196,1,14.5,12.2
2021-09-22,192614,1,13.7,12.2
2021-09-23,188819,1,16.2,12.1
2021-09-24,189804,1,17.2,12.1
2021-09-25,156532,0,17.7,12.0
2021-09-26,142829,0,19.7,12.0
2021-09-27,192949,1,16.7,11.9
2021-09-28,195825,1,16.6,11.8
2021-09-29,196193,1,14.2,11.8
2021-09-30,192831,1,10.3,11.7
2021-10-01,187968,1,13.5,11.7
2021-10-02,150077,0,16.6,11.6
2021-10-03,137145,0,16.3,11.5
2021-10-04,194783,1,10.2,11.5
2021-10-05,201402,1,12.6,11.4
2021-10-06,198822,1,10.0,11.4
2021-10-07,202666,1,10.9,11.3
2021-10-08,199015,1,11.6,11.3
2021-10-09,153478,0,12.0,11.2
2021-10-10,143483,0,9.1,11.1
2021-10-11,200150,1,9.2,11.1
2021-10-12,208537,1,8.7,11.0
2021-10-13,207542,1,7.8,11.0
2021-10-14,203721,1,9.4,10.9
2021-10-15,196865,1,10.6,10.8
2021-10-16,162599,0,10.3,10.8
2021-10-17,153019,0,10.3,10.7
2021-10-18,200378,1,12.8,10.7
2021-10-19,204172,1,11.2,10.6
2021-10-20,201377,1,15.4,10.6
2021-10-21,197765,1,13.2,10.5
2021-10-22,195276,1,6.5,10.5
2021-10-23,160107,0,8.0,10.4
2021-10-24,148267,0,9.2,10.3
2021-10-25,198711,1,11.1,10.3
2021-10-26,204786,1,10.1,10.2
2021-10-27,201747,1,11.2,10.2
2021-10-28,201733,1,12.2,10.1
2021-10-29,196760,1,10.7,10.1
2021-10-30,162514,0,10.7,10.0
2021-10-31,146896,0,13.2,9.9
2021-11-01,148336,0,10.2,9.9
2021-11-02,195771,1,8.0,9.8
2021-11-03,204249,1,7.4,9.8
2021-11-04,207026,1,6.2,9.7
2021-11-05,202580,1,5.9,9.7
2021-11-06,168958,0,6.5,9.6
2021-11-07,156338,0,6.6,9.6
2021-11-08,202170,1,6.6,9.5
2021-11-09,210845,1,7.0,9.5
2021-11-10,212472,1,6.2,9.4
2021-11-11,211963,1,7.6,9.4
2021-11-12,209475,1,7.6,9.3
2021-11-13,173481,0,8.0,9.3
2021-11-14,156394,0,8.0,9.2
2021-11-15,207315,1,7.3,9.2
2021-11-16,215945,1,7.4,9.1
2021-11-17,220370,1,7.7,9.1
2021-11-18,216200,1,6.9,9.1
2021-11-19,207575,1,7.6,9.0
2021-11-20,168973,0,9.0,9.0
2021-11-21,161508,0,6.5,8.9
2021-11-22,212596,1,4.6,8.9
2021-11-23,219421,1,3.2,8.9
2021-11-24,221918,1,3.0,8.8
2021-11-25,223683,1,2.4,8.8
2021-11-26,218319,1,1.6,8.7
2021-11-27,183181,0,1.4,8.7
2021-11-28,171218,0,1.4,8.7
2021-11-29,220578,1,0.3,8.6
2021-11-30,231130,1,1.4,8.6
2021-12-01,225941,1,5.0,8.6
2021-12-02,225257,1,2.7,8.6
2021-12-03,212041,1,0.0,8.5
2021-12-04,176028,0,4.9,8.5
2021-12-05,160239,0,2.5,8.5
2021-12-06,213304,1,1.2,8.4
2021-12-07,218972,1,2.2,8.4
2021-12-08,218638,1,2.1,8.4
2021-12-09,216438,1,0.9,8.4
2021-12-10,215277,1,-0.5,8.4
2021-12-11,180138,0,1.6,8.3
2021-12-12,161895,0,1.0,8.3
2021-12-13,209462,1,3.8,8.3
2021-12-14,211988,1,4.3,8.3
2021-12-15,213038,1,4.8,8.3
2021-12-16,211657,1,4.1,8.3
2021-12-17,200994,1,4.3,8.3
2021-12-18,167096,0,4.2,8.3
2021-12-19,161782,0,3.9,8.3
2021-12-20,202954,1,3.2,8.3
2021-12-21,208005,1,0.0,8.3
2021-12-22,203472,1,-1.4,8.3
2021-12-23,188233,1,0.5,8.3
2021-12-24,150890,1,4.7,8.3
2021-12-25,137604,0,5.6,8.3
2021-12-26,138335,0,5.5,8.3
2021-12-27,153489,1,5.7,8.3
2021-12-28,155182,1,8.2,8.3
2021-12-29,153611,1,8.7,8.3
2021-12-30,148126,1,11.3,8.3
2021-12-31,137327,1,10.7,8.3
